INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
173129246,12/31/2017 12:00:00 AM,18:02:00,BROOKLYN,61,0,,false,<18,M,WHITE HISPANIC,18-24,M,BLACK,996175,158706,40.602287781,-73.95705743
173120488,12/31/2017 12:00:00 AM,05:30:00,BROOKLYN,94,0,,false,,,,18-24,M,BLACK,996578,202661,40.722933973,-73.955525797
173120488,12/31/2017 12:00:00 AM,05:30:00,BROOKLYN,94,0,,false,,,,25-44,M,BLACK,996578,202661,40.722933973,-73.955525797
173112751,12/30/2017 12:00:00 AM,18:17:00,BROOKLYN,73,0,PVT HOUSE                     ,false,45-64,F,BLACK,25-44,M,BLACK,1008731,181974,40.666127689,-73.911756695
173105454,12/29/2017 12:00:00 AM,22:20:00,BRONX,41,0,,true,,,,25-44,M,BLACK,1014263,235027,40.811727871,-73.891579254
173084537,12/29/2017 12:00:00 AM,15:53:00,MANHATTAN,33,0,,false,18-24,M,BLACK HISPANIC,18-24,M,BLACK,1000634,244606,40.83805529,-73.940790714
173084538,12/29/2017 12:00:00 AM,14:56:00,BROOKLYN,94,0,,false,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1000805,200665,40.717448534,-73.940280987
173070862,12/29/2017 12:00:00 AM,00:25:00,BRONX,48,0,,false,,,,<18,M,BLACK,1013850,252029,40.858394817,-73.892996194
173070861,12/28/2017 12:00:00 AM,23:16:00,MANHATTAN,30,0,STORE UNCLASSIFIED            ,false,18-24,M,BLACK,25-44,M,ASIAN/PAC.ISL,997541,239543,40.824164003,-73.951978648
173035796,12/28/2017 12:00:00 AM,00:20:00,BRONX,49,0,,false,18-24,M,BLACK,<18,M,BLACK,1023307,247384,40.845608913,-73.858835847
173035796,12/28/2017 12:00:00 AM,00:20:00,BRONX,49,0,,true,18-24,M,BLACK,<18,M,BLACK,1023307,247384,40.845608913,-73.858835847
172991324,12/26/2017 12:00:00 AM,20:30:00,BRONX,44,0,,true,18-24,M,BLACK HISPANIC,<18,M,WHITE HISPANIC,1007509,244581,40.837971242,-73.915944998
172950813,12/26/2017 12:00:00 AM,00:30:00,STATEN ISLAND,121,0,,false,25-44,M,BLACK,18-24,M,BLACK,936722,172119,40.638984176,-74.171252305
172950617,12/25/2017 12:00:00 AM,22:50:00,BROOKLYN,70,0,MULTI DWELL - APT BUILD       ,false,18-24,M,BLACK,18-24,M,WHITE,996292,167685,40.626933124,-73.956620082
172950617,12/25/2017 12:00:00 AM,22:50:00,BROOKLYN,70,0,MULTI DWELL - APT BUILD       ,false,18-24,M,BLACK,18-24,M,WHITE HISPANIC,996292,167685,40.626933124,-73.956620082
172950617,12/25/2017 12:00:00 AM,22:50:00,BROOKLYN,70,0,MULTI DWELL - APT BUILD       ,false,,U,UNKNOWN,18-24,M,WHITE,996292,167685,40.626933124,-73.956620082
172950617,12/25/2017 12:00:00 AM,22:50:00,BROOKLYN,70,0,MULTI DWELL - APT BUILD       ,false,,U,UNKNOWN,18-24,M,WHITE HISPANIC,996292,167685,40.626933124,-73.956620082
172950618,12/25/2017 12:00:00 AM,16:05:00,BROOKLYN,69,0,,false,,,,18-24,M,BLACK,1009426,173626,40.643212313,-73.909282646
172950814,12/25/2017 12:00:00 AM,15:15:00,STATEN ISLAND,120,0,,false,25-44,F,BLACK,18-24,M,BLACK,959642,172515,40.640164447,-74.088669465
172950814,12/25/2017 12:00:00 AM,15:15:00,STATEN ISLAND,120,0,,false,25-44,F,BLACK,25-44,F,BLACK,959642,172515,40.640164447,-74.088669465
172950815,12/25/2017 12:00:00 AM,08:35:00,BROOKLYN,69,0,,false,,,,25-44,M,ASIAN/PAC.ISL,1006730,170960,40.635901968,-73.919006246
172950816,12/25/2017 12:00:00 AM,04:30:00,BROOKLYN,66,0,,false,,,,25-44,M,WHITE HISPANIC,986764,167283,40.625837545,-73.990944894
172937545,12/24/2017 12:00:00 AM,06:30:00,BRONX,40,0,BAR/NIGHT CLUB                ,false,,,,25-44,M,WHITE HISPANIC,1006075,236932,40.816980584,-73.921152255
172937544,12/24/2017 12:00:00 AM,00:15:00,MANHATTAN,34,0,,false,,,,25-44,M,BLACK HISPANIC,1003327,249149,40.850519085,-73.931045463
172915171,12/23/2017 12:00:00 AM,14:15:00,BRONX,40,0,,false,,,,45-64,M,WHITE HISPANIC,1006156,235986,40.814383878,-73.920862706
172915169,12/23/2017 12:00:00 AM,05:00:00,QUEENS,115,0,,false,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1022797,215131,40.757085598,-73.860864318
172915170,12/23/2017 12:00:00 AM,01:52:00,BROOKLYN,60,0,BAR/NIGHT CLUB                ,false,,,,25-44,M,BLACK,988114,148773,40.575030854,-73.986092177
172892298,12/22/2017 12:00:00 AM,20:17:00,MANHATTAN,28,0,,false,25-44,F,BLACK,25-44,F,BLACK,997967,234809,40.811169851,-73.950449107
172892297,12/22/2017 12:00:00 AM,18:27:00,BROOKLYN,81,0,,false,,,,18-24,M,BLACK,1004122,186269,40.677928044,-73.928357728
172875912,12/22/2017 12:00:00 AM,03:29:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1007362,237628,40.818887634,-73.916500197
172875911,12/21/2017 12:00:00 AM,17:00:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS     ,false,,,,18-24,M,BLACK,998751,226901,40.7894633,-73.947634004
172849878,12/21/2017 12:00:00 AM,11:43:00,BROOKLYN,79,0,,true,,,,18-24,M,BLACK,999215,189479,40.686748418,-73.946041603
172846310,12/21/2017 12:00:00 AM,10:00:00,QUEENS,114,0,MULTI DWELL - APT BUILD       ,false,,,,45-64,M,BLACK,1008672,224183,40.781981271,-73.911816205
172837754,12/21/2017 12:00:00 AM,00:10:00,STATEN ISLAND,121,0,MULTI DWELL - APT BUILD       ,true,25-44,M,BLACK,25-44,F,WHITE,944193,168636,40.629461031,-74.144312493
172795957,12/20/2017 12:00:00 AM,00:04:00,BROOKLYN,90,0,,false,25-44,M,BLACK,18-24,M,WHITE HISPANIC,995958,198402,40.71124488,-73.957769974
172795957,12/20/2017 12:00:00 AM,00:04:00,BROOKLYN,90,0,,true,25-44,M,BLACK,18-24,M,WHITE HISPANIC,995958,198402,40.71124488,-73.957769974
172765613,12/19/2017 12:00:00 AM,12:48:00,BROOKLYN,88,0,GROCERY/BODEGA                ,false,25-44,M,BLACK,18-24,M,ASIAN/PAC.ISL,990616,189701,40.687368118,-73.977047116
172750203,12/19/2017 12:00:00 AM,03:51:00,MANHATTAN,18,0,,true,25-44,M,BLACK,25-44,M,BLACK,988696,216220,40.760157529,-73.983952679
172750205,12/19/2017 12:00:00 AM,03:20:00,QUEENS,102,0,,true,25-44,M,BLACK,18-24,M,BLACK,1033580,192103,40.693825868,-73.822111485
172750204,12/18/2017 12:00:00 AM,23:57:00,MANHATTAN,19,2,MULTI DWELL - PUBLIC HOUS     ,false,45-64,M,BLACK,25-44,M,BLACK,999557,223723,40.780739178,-73.944730538
172750206,12/18/2017 12:00:00 AM,21:30:00,BROOKLYN,67,0,MULTI DWELL - APT BUILD       ,false,,,,25-44,M,BLACK,1004500,180655,40.662518015,-73.927011804
172750202,12/18/2017 12:00:00 AM,18:25:00,QUEENS,101,0,MULTI DWELL - APT BUILD       ,false,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1051960,160392,40.606664855,-73.756149603
172712525,12/17/2017 12:00:00 AM,22:22:00,BROOKLYN,79,0,,false,,,,18-24,M,BLACK,995470,192602,40.695325873,-73.959539882
172712524,12/17/2017 12:00:00 AM,17:00:00,BROOKLYN,83,0,,false,25-44,M,BLACK,18-24,M,BLACK HISPANIC,1004736,195939,40.70446856,-73.926114694
172712178,12/16/2017 12:00:00 AM,04:30:00,QUEENS,105,0,,false,25-44,M,BLACK,25-44,M,BLACK,1053212,197967,40.709789912,-73.751256393
172712178,12/16/2017 12:00:00 AM,04:30:00,QUEENS,105,0,,true,25-44,M,BLACK,25-44,M,BLACK,1053212,197967,40.709789912,-73.751256393
172712178,12/16/2017 12:00:00 AM,04:30:00,QUEENS,105,0,,false,,U,UNKNOWN,25-44,M,BLACK,1053212,197967,40.709789912,-73.751256393
172712178,12/16/2017 12:00:00 AM,04:30:00,QUEENS,105,0,,true,,U,UNKNOWN,25-44,M,BLACK,1053212,197967,40.709789912,-73.751256393
172712522,12/16/2017 12:00:00 AM,01:40:00,BROOKLYN,77,0,,true,<18,M,BLACK,25-44,M,BLACK,1002636,183650,40.670742689,-73.933722285
172712176,12/16/2017 12:00:00 AM,00:38:00,MANHATTAN,24,0,,true,,,,45-64,M,WHITE HISPANIC,994921,231168,40.801180513,-73.961458497
172712527,12/15/2017 12:00:00 AM,22:38:00,QUEENS,113,0,,false,25-44,M,WHITE HISPANIC,45-64,M,BLACK HISPANIC,1044958,187469,40.681035905,-73.781122947
172712523,12/15/2017 12:00:00 AM,22:05:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS     ,true,,,,18-24,M,BLACK,1004945,186897,40.679649876,-73.925388672
172712526,12/15/2017 12:00:00 AM,18:50:00,MANHATTAN,24,0,,false,,,,25-44,M,BLACK HISPANIC,994726,229435,40.796424133,-73.962165528
172635031,12/14/2017 12:00:00 AM,20:24:00,MANHATTAN,25,0,GROCERY/BODEGA                ,true,45-64,M,BLACK,45-64,M,BLACK,1000345,230119,40.79829308,-73.941869883
172598898,12/13/2017 12:00:00 AM,19:35:00,MANHATTAN,32,0,,false,25-44,F,BLACK,25-44,M,BLACK,1001610,241367,40.829163304,-73.937271894
172598898,12/13/2017 12:00:00 AM,19:35:00,MANHATTAN,32,0,,false,25-44,M,BLACK,25-44,M,BLACK,1001610,241367,40.829163304,-73.937271894
172580594,12/13/2017 12:00:00 AM,16:26:00,QUEENS,100,2,MULTI DWELL - PUBLIC HOUS     ,false,<18,M,BLACK,<18,M,BLACK,1036867,153432,40.58766357,-73.810559779
172559733,12/13/2017 12:00:00 AM,02:58:00,BRONX,40,0,,false,,,,25-44,M,BLACK,1004743,235014,40.8117194,-73.925970348
172559512,12/12/2017 12:00:00 AM,18:25:00,BROOKLYN,75,0,GROCERY/BODEGA                ,true,25-44,M,BLACK,65+,M,ASIAN/PAC.ISL,1017749,180248,40.661360679,-73.879258826
172559512,12/12/2017 12:00:00 AM,18:25:00,BROOKLYN,75,0,GROCERY/BODEGA                ,true,,U,UNKNOWN,65+,M,ASIAN/PAC.ISL,1017749,180248,40.661360679,-73.879258826
172514415,12/11/2017 12:00:00 AM,18:09:00,BRONX,48,0,MULTI DWELL - APT BUILD       ,false,25-44,M,BLACK,18-24,M,BLACK,1016309,247659,40.846391886,-73.88412771
172479305,12/10/2017 12:00:00 AM,20:43:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS     ,false,,,,25-44,M,ASIAN/PAC.ISL,1002600,220917,40.773031654,-73.933750461
172479304,12/10/2017 12:00:00 AM,07:17:00,BROOKLYN,67,0,,true,25-44,M,BLACK,25-44,M,BLACK,1000480,170406,40.634395012,-73.941526253
172479303,12/09/2017 12:00:00 AM,13:54:00,BROOKLYN,69,2,,false,25-44,M,BLACK,45-64,M,BLACK,1013655,177161,40.652902087,-73.89402854
172479302,12/09/2017 12:00:00 AM,12:19:00,MANHATTAN,25,2,MULTI DWELL - PUBLIC HOUS     ,false,25-44,M,BLACK,25-44,M,BLACK,1002426,231368,40.801717208,-73.934350394
172479301,12/09/2017 12:00:00 AM,01:00:00,BRONX,52,0,,false,,,,18-24,M,BLACK,1018124,257774,40.87414772,-73.87751648
172479300,12/08/2017 12:00:00 AM,23:35:00,STATEN ISLAND,121,0,,false,18-24,M,BLACK,18-24,M,BLACK,937766,171226,40.636538626,-74.167484465
172479299,12/08/2017 12:00:00 AM,16:57:00,BRONX,43,0,,false,,,,18-24,M,BLACK,1017727,240222,40.825974226,-73.879039628
172415837,12/08/2017 12:00:00 AM,12:52:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1007984,237575,40.818740515,-73.914253164
172402756,12/07/2017 12:00:00 AM,05:21:00,BROOKLYN,73,0,,true,18-24,M,BLACK,<18,M,WHITE HISPANIC,1008341,188134,40.683036568,-73.913140479
172362133,12/06/2017 12:00:00 AM,17:05:00,BRONX,52,0,,false,18-24,M,BLACK,<18,M,WHITE HISPANIC,1010620,252255,40.859025357,-73.904671882
172331143,12/06/2017 12:00:00 AM,10:28:00,BROOKLYN,71,0,,false,,,,25-44,M,BLACK,1003717,182563,40.667756807,-73.929828559
172325228,12/05/2017 12:00:00 AM,19:20:00,BROOKLYN,61,0,,false,,,,45-64,M,WHITE,998497,159920,40.605616536,-73.948692944
172271854,12/04/2017 12:00:00 AM,22:52:00,BROOKLYN,70,0,MULTI DWELL - APT BUILD       ,false,,,,25-44,M,BLACK,994588,175255,40.647713314,-73.962747151
172233870,12/04/2017 12:00:00 AM,02:25:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS     ,false,,,,18-24,M,BLACK,1021189,239209,40.823180032,-73.866536043
172233867,12/03/2017 12:00:00 AM,19:30:00,BROOKLYN,66,0,,false,,,,45-64,F,BLACK,992635,173428,40.642700657,-73.969787304
172233868,12/03/2017 12:00:00 AM,15:46:00,BROOKLYN,79,0,,false,,,,<18,M,BLACK,1000002,189598,40.687073681,-73.94320361
172233873,12/03/2017 12:00:00 AM,00:03:00,MANHATTAN,33,0,,true,25-44,M,UNKNOWN,25-44,M,WHITE HISPANIC,1001279,247574,40.846200362,-73.938452189
172233869,12/02/2017 12:00:00 AM,22:10:00,BROOKLYN,67,0,MULTI DWELL - APT BUILD       ,true,25-44,M,BLACK,25-44,M,BLACK,1004500,180655,40.662518015,-73.927011804
172233872,12/02/2017 12:00:00 AM,22:07:00,STATEN ISLAND,121,0,,true,18-24,M,BLACK,25-44,M,WHITE HISPANIC,936722,172119,40.638984176,-74.171252305
172233872,12/02/2017 12:00:00 AM,22:07:00,STATEN ISLAND,121,0,,true,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,936722,172119,40.638984176,-74.171252305
172233871,12/02/2017 12:00:00 AM,16:03:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS     ,true,25-44,M,BLACK,18-24,M,BLACK,1001664,216187,40.760050923,-73.937142056
172161396,12/01/2017 12:00:00 AM,11:35:00,MANHATTAN,32,0,,false,18-24,M,BLACK,18-24,M,BLACK,1001625,239557,40.82419534,-73.93722238
172161396,12/01/2017 12:00:00 AM,11:35:00,MANHATTAN,32,0,,false,<18,M,BLACK,18-24,M,BLACK,1001625,239557,40.82419534,-73.93722238
172071816,11/28/2017 12:00:00 AM,20:00:00,QUEENS,110,0,,false,,,,18-24,M,BLACK HISPANIC,1025360,210324,40.743880068,-73.851642457
172026679,11/27/2017 12:00:00 AM,18:00:00,BROOKLYN,63,0,PVT HOUSE                     ,false,18-24,M,BLACK,18-24,M,BLACK,1005769,161830,40.610844419,-73.92249782
172008662,11/27/2017 12:00:00 AM,14:30:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS     ,false,,,,25-44,M,BLACK HISPANIC,1004960,234094,40.809193751,-73.925189274
171990079,11/26/2017 12:00:00 AM,17:15:00,MANHATTAN,30,0,,false,25-44,M,BLACK,25-44,M,BLACK,998806,239586,40.824280032,-73.94740788
171990078,11/25/2017 12:00:00 AM,19:59:00,QUEENS,101,0,,false,<18,M,BLACK,<18,M,BLACK,1042939,154268,40.589920095,-73.788691037
171990077,11/24/2017 12:00:00 AM,18:21:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS     ,false,<18,M,BLACK,<18,M,BLACK,1001955,216397,40.760626741,-73.936091079
171990076,11/24/2017 12:00:00 AM,12:56:00,BROOKLYN,83,0,CHECK CASH                    ,true,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1000669,194339,40.700085416,-73.940787018
171918098,11/24/2017 12:00:00 AM,00:30:00,QUEENS,100,2,MULTI DWELL - PUBLIC HOUS     ,false,18-24,M,BLACK,<18,M,BLACK,1037138,154271,40.58996484,-73.809577511
171918099,11/23/2017 12:00:00 AM,17:30:00,BROOKLYN,83,0,,false,,,,45-64,M,BLACK,1005204,191779,40.693049236,-73.924439703
171866987,11/22/2017 12:00:00 AM,04:13:00,BRONX,41,0,,false,,,,18-24,M,BLACK,1011837,239059,40.822802482,-73.900326617
171866987,11/22/2017 12:00:00 AM,04:13:00,BRONX,41,0,,false,,,,25-44,M,BLACK HISPANIC,1011837,239059,40.822802482,-73.900326617
171866986,11/21/2017 12:00:00 AM,22:25:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD       ,false,18-24,M,BLACK,25-44,F,BLACK,1018109,174057,40.644366377,-73.877992336
171866986,11/21/2017 12:00:00 AM,22:25:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD       ,true,18-24,M,BLACK,25-44,F,BLACK,1018109,174057,40.644366377,-73.877992336
171866986,11/21/2017 12:00:00 AM,22:25:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD       ,false,18-24,M,BLACK,25-44,M,BLACK,1018109,174057,40.644366377,-73.877992336
171866986,11/21/2017 12:00:00 AM,22:25:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD       ,true,18-24,M,BLACK,25-44,M,BLACK,1018109,174057,40.644366377,-73.877992336
171866985,11/21/2017 12:00:00 AM,20:40:00,STATEN ISLAND,121,0,,false,<18,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,947589,171647,40.637740285,-74.132094296
171866984,11/21/2017 12:00:00 AM,18:06:00,MANHATTAN,34,0,,false,,,,25-44,M,WHITE HISPANIC,1006797,253850,40.863413741,-73.918486947
171866983,11/21/2017 12:00:00 AM,17:30:00,BRONX,49,2,MULTI DWELL - PUBLIC HOUS     ,false,25-44,M,BLACK,25-44,M,BLACK,1025376,256698,40.871163624,-73.851300629
171848200,11/21/2017 12:00:00 AM,14:29:00,QUEENS,110,0,,false,18-24,M,BLACK,25-44,M,BLACK,1021804,207825,40.737036757,-73.864489386
171826203,11/20/2017 12:00:00 AM,15:18:00,BRONX,40,0,MULTI DWELL - APT BUILD       ,true,25-44,M,BLACK,25-44,M,BLACK,1009155,238374,40.820930321,-73.91001951
171826202,11/20/2017 12:00:00 AM,15:00:00,QUEENS,112,0,,false,<18,M,ASIAN/PAC.ISL,<18,M,WHITE,1024295,204431,40.727710143,-73.85552093
171692499,11/19/2017 12:00:00 AM,14:40:00,QUEENS,103,0,,false,18-24,M,BLACK,45-64,M,BLACK,1050298,197687,40.709043613,-73.761769846
171692498,11/18/2017 12:00:00 AM,23:28:00,BROOKLYN,69,0,,false,,,,25-44,M,BLACK,1008575,170521,40.634692132,-73.912360318
171692497,11/18/2017 12:00:00 AM,20:45:00,BRONX,48,0,,false,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1013077,251130,40.85592989,-73.895794484
171692496,11/18/2017 12:00:00 AM,03:00:00,BROOKLYN,90,2,MULTI DWELL - PUBLIC HOUS     ,false,18-24,M,WHITE HISPANIC,25-44,M,BLACK,994403,196048,40.704785627,-73.963382502
171692494,11/18/2017 12:00:00 AM,00:45:00,QUEENS,110,0,,true,,,,18-24,M,WHITE HISPANIC,1018288,211404,40.746874442,-73.877158598
171692495,11/17/2017 12:00:00 AM,14:20:00,QUEENS,113,0,MULTI DWELL - APT BUILD       ,false,18-24,M,BLACK,<18,M,BLACK,1050881,184342,40.672410424,-73.759798996
171692495,11/17/2017 12:00:00 AM,14:20:00,QUEENS,113,0,MULTI DWELL - APT BUILD       ,false,<18,M,BLACK,<18,M,BLACK,1050881,184342,40.672410424,-73.759798996
171670304,11/16/2017 12:00:00 AM,23:26:00,MANHATTAN,30,0,MULTI DWELL - APT BUILD       ,false,18-24,M,WHITE HISPANIC,25-44,M,BLACK,996585,237959,40.819817757,-73.955435761
171596455,11/14/2017 12:00:00 AM,23:19:00,BROOKLYN,61,0,,false,,,,18-24,M,BLACK,1003947,152984,40.586568179,-73.929085791
171556474,11/13/2017 12:00:00 AM,19:44:00,BRONX,48,0,MULTI DWELL - APT BUILD       ,false,UNKNOWN,U,UNKNOWN,65+,M,BLACK,1014115,247615,40.846278812,-73.89205787
171509879,11/12/2017 12:00:00 AM,02:45:00,STATEN ISLAND,120,0,MULTI DWELL - APT BUILD       ,false,18-24,M,BLACK,<18,F,BLACK,962310,165152,40.619961582,-74.079032144
171509878,11/12/2017 12:00:00 AM,02:10:00,BRONX,42,0,,false,,,,18-24,M,WHITE HISPANIC,1014183,243200,40.834160699,-73.891831796
171509877,11/11/2017 12:00:00 AM,15:06:00,BROOKLYN,63,0,STORE UNCLASSIFIED            ,false,25-44,M,BLACK,25-44,M,BLACK,1002394,169705,40.632467202,-73.934632174
171509876,11/11/2017 12:00:00 AM,12:40:00,MANHATTAN,32,0,,false,25-44,M,BLACK,25-44,M,BLACK,1001809,236451,40.815669883,-73.936565681
171509875,11/11/2017 12:00:00 AM,03:05:00,MANHATTAN,25,0,,false,25-44,M,BLACK,25-44,M,BLACK,999400,231576,40.802293818,-73.945279726
171509874,11/11/2017 12:00:00 AM,02:28:00,QUEENS,113,0,,false,18-24,F,BLACK,25-44,M,BLACK,1050103,182926,40.668529655,-73.762617479
171509873,11/11/2017 12:00:00 AM,00:45:00,BRONX,48,0,,true,,,,25-44,M,WHITE HISPANIC,1013797,248387,40.848398793,-73.893203842
171339304,11/08/2017 12:00:00 AM,00:38:00,BROOKLYN,67,0,,false,18-24,M,BLACK,25-44,M,BLACK,1003617,179561,40.659517201,-73.930197653
171339303,11/07/2017 12:00:00 AM,23:35:00,BRONX,41,0,,false,,,,25-44,M,BLACK,1012346,236787,40.816564881,-73.898497059
171292988,11/07/2017 12:00:00 AM,04:21:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS     ,false,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,984113,148364,40.573909069,-74.00049459
171292988,11/07/2017 12:00:00 AM,04:21:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS     ,true,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,984113,148364,40.573909069,-74.00049459
171292988,11/07/2017 12:00:00 AM,04:21:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS     ,false,25-44,M,WHITE HISPANIC,<18,F,WHITE HISPANIC,984113,148364,40.573909069,-74.00049459
171292988,11/07/2017 12:00:00 AM,04:21:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS     ,true,25-44,M,WHITE HISPANIC,<18,F,WHITE HISPANIC,984113,148364,40.573909069,-74.00049459
171292987,11/06/2017 12:00:00 AM,19:30:00,MANHATTAN,25,0,,false,18-24,M,BLACK,45-64,M,BLACK,1001122,231521,40.802139737,-73.939060009
171292987,11/06/2017 12:00:00 AM,19:30:00,MANHATTAN,25,0,,false,25-44,M,BLACK,45-64,M,BLACK,1001122,231521,40.802139737,-73.939060009
171254277,11/05/2017 12:00:00 AM,16:30:00,BROOKLYN,76,2,MULTI DWELL - PUBLIC HOUS     ,false,,,,25-44,M,WHITE HISPANIC,982426,185197,40.67500776,-74.006577149
171254276,11/04/2017 12:00:00 AM,19:47:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS     ,true,,,,<18,M,BLACK,1016133,178623,40.65690638,-73.885091156
171254028,11/04/2017 12:00:00 AM,01:22:00,QUEENS,105,0,,false,18-24,M,BLACK,18-24,M,BLACK,1063056,207463,40.735771803,-73.715638255
171254278,11/04/2017 12:00:00 AM,01:11:00,QUEENS,105,0,,true,,,,25-44,M,BLACK,1048918,180219,40.661108299,-73.766915058
171254026,11/04/2017 12:00:00 AM,00:25:00,MANHATTAN,25,0,,false,18-24,M,BLACK,18-24,M,BLACK,1002837,229820,40.797467517,-73.932870163
171254025,11/03/2017 12:00:00 AM,23:55:00,BRONX,46,0,,false,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1011751,250275,40.853587401,-73.900591356
171254023,11/03/2017 12:00:00 AM,22:53:00,QUEENS,103,0,,false,,,,18-24,M,BLACK,1038142,189631,40.687014209,-73.805680186
171254024,11/03/2017 12:00:00 AM,17:32:00,QUEENS,113,0,,true,,,,18-24,M,BLACK,1050814,184018,40.671521623,-73.760043727
171254027,11/03/2017 12:00:00 AM,16:12:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS     ,true,18-24,M,BLACK,18-24,M,BLACK,990954,203046,40.723996754,-73.975815082
171254027,11/03/2017 12:00:00 AM,16:12:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS     ,true,25-44,M,BLACK,18-24,M,BLACK,990954,203046,40.723996754,-73.975815082
171171092,11/03/2017 12:00:00 AM,07:42:00,BRONX,47,0,,true,18-24,M,BLACK,18-24,M,BLACK HISPANIC,1021797,263197,40.889017291,-73.864204905
171171092,11/03/2017 12:00:00 AM,07:42:00,BRONX,47,0,,true,25-44,M,BLACK,18-24,M,BLACK HISPANIC,1021797,263197,40.889017291,-73.864204905
171171092,11/03/2017 12:00:00 AM,07:42:00,BRONX,47,0,,true,<18,M,BLACK,18-24,M,BLACK HISPANIC,1021797,263197,40.889017291,-73.864204905
171126115,11/01/2017 12:00:00 AM,18:34:00,BROOKLYN,75,0,MULTI DWELL - PUBLIC HOUS     ,true,,,,25-44,M,BLACK,1012376,181817,40.665685931,-73.898618514
171094332,11/01/2017 12:00:00 AM,07:55:00,MANHATTAN,9,0,,true,45-64,M,WHITE,45-64,F,WHITE,987002,204802,40.728818659,-73.990072197
171081963,10/31/2017 12:00:00 AM,21:00:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS     ,false,,,,18-24,M,WHITE HISPANIC,1020891,236726,40.816366145,-73.867626311
171081963,10/31/2017 12:00:00 AM,21:00:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS     ,true,,,,18-24,M,WHITE HISPANIC,1020891,236726,40.816366145,-73.867626311
171081963,10/31/2017 12:00:00 AM,21:00:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS     ,false,,,,<18,M,WHITE HISPANIC,1020891,236726,40.816366145,-73.867626311
171081963,10/31/2017 12:00:00 AM,21:00:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS     ,true,,,,<18,M,WHITE HISPANIC,1020891,236726,40.816366145,-73.867626311
171067428,10/31/2017 12:00:00 AM,16:28:00,BROOKLYN,67,0,,false,25-44,M,BLACK,18-24,M,BLACK,997704,178037,40.655345114,-73.951512704
170955523,10/29/2017 12:00:00 AM,22:50:00,MANHATTAN,33,0,,true,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1001910,248301,40.848194523,-73.936169602
170955522,10/29/2017 12:00:00 AM,05:15:00,MANHATTAN,32,0,,false,25-44,M,BLACK,25-44,M,BLACK,1000439,234476,40.810251675,-73.94151987
170955521,10/29/2017 12:00:00 AM,02:44:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004039,233396,40.807280045,-73.928518321
170955520,10/28/2017 12:00:00 AM,18:15:00,QUEENS,101,0,,false,18-24,M,BLACK,45-64,M,BLACK,1054020,158678,40.601944313,-73.748748433
170955476,10/28/2017 12:00:00 AM,04:26:00,STATEN ISLAND,121,0,,false,25-44,M,BLACK,25-44,M,BLACK,942825,166367,40.623226819,-74.149226973
170955476,10/28/2017 12:00:00 AM,04:26:00,STATEN ISLAND,121,0,,true,25-44,M,BLACK,25-44,M,BLACK,942825,166367,40.623226819,-74.149226973
